date,AAPL,MSFT,AMZN,JNJ,XOM,BRK-B,JPM,GOOGL,GOOG,SPX
2009/5/5,132.71,19.79,81.9,54.36,67.65,3096.91,34.82,402.99,402.9907,903.8
2009/5/6,132.5,19.79,81.99,54.21,68.58,3090,37.22,403.47,403.4707,919.53
2009/5/7,129.06,19.32,79.28,54.89,68.93,3052,35.24,396.61,396.6107,907.39
2009/5/8,129.19,19.42,77.95,54.98,70.8,3132,38.94,407.33,407.3307,929.23
2009/5/11,129.57,19.32,78.61,54.11,69.27,2960,35.83,407.98,407.9807,909.24
2009/5/12,124.42,19.89,77.93,55,70.82,2939,35.36,399.01,399.0107,908.35
2009/5/13,119.49,19.75,74.19,55.15,69.77,2870.5,34.05,389.54,389.5407,883.92
2009/5/14,122.95,20.06,75.11,55.02,69.76,2919.5,35.54,387.5,387.5007,893.07
2009/5/15,122.42,20.22,73.6,55.41,69.11,2899.8,34.91,390,390.0007,882.88
2009/5/18,126.65,20.6,75.95,56.05,70.5,2943,37.26,396.84,396.8407,909.71
2009/5/19,127.45,20.31,77.87,55.89,70.52,3000,35.81,398.88,398.8807,908.13
2009/5/20,125.87,20.38,77.97,55.87,69.61,2980,34.55,397.18,397.1807,903.47
2009/5/21,124.18,19.82,75.96,54.99,68.39,2929,34.9,396.5,396.5007,888.33
2009/5/22,122.5,19.75,75.64,54.77,68.83,2908,34.41,393.5,393.5007,887
2009/5/26,130.78,20.34,78.39,55.26,69.81,2989,36.54,404.36,404.3607,910.33
2009/5/27,133.05,20.13,77.1,54.22,68.3,2932.99,34.66,405.56,405.5607,893.06
2009/5/28,135.07,20.45,77.65,54.53,69.23,2900.1,36.65,410.4,410.4007,906.83
2009/5/29,135.81,20.89,77.99,55.16,69.35,2972,36.9,417.23,417.2307,919.14
2009/6/1,139.35,21.4,83.05,55.78,71.76,2984.5,36.11,426.56,426.5607,942.87
2009/6/2,139.49,21.4,84.93,56.21,72.92,2998,34.5,428.4,428.4007,944.74
2009/6/3,140.95,21.73,85.68,56.16,72.08,2924,33.98,431.65,431.6507,931.76
2009/6/4,143.74,21.83,85.52,55.84,72.98,2933,35.35,440.28,440.2808,942.46
2009/6/5,144.67,22.14,87.56,55.93,72.97,2919.95,34.55,444.32,444.3208,940.09
2009/6/8,143.85,22.05,86.36,55.63,73.17,2932,35.39,438.77,438.7708,939.14
2009/6/9,142.72,22.08,87.08,55.7,73.12,2978,35.26,435.62,435.6207,942.43
2009/6/10,140.25,22.55,86.59,55.66,73.84,2925,34.84,432.6,432.6007,939.15
2009/6/11,139.95,22.83,85.69,56.05,74.05,2965,34.94,429,429.0007,944.89
2009/6/12,136.97,23.33,84.08,56.06,73.78,2973.3,35.13,424.84,424.8407,946.21
2009/6/15,136.09,23.42,83.18,54.75,72.81,2929,34,416.77,416.7707,923.72
2009/6/16,136.35,23.45,82.15,54.62,71.63,2911.25,33.5,416,416.0007,911.97
2009/6/17,135.58,23.68,82.65,55.2,71.42,2874,32.73,415.16,415.1607,910.71
2009/6/18,135.88,23.5,81.595,55.79,71.44,2829,34.17,414.06,414.0607,918.37
2009/6/19,139.48,24.07,82.96,56.09,71.05,2805,35,420.09,420.0907,921.23
2009/6/22,137.37,23.28,79.15,55.49,68.84,2780,32.87,407.35,407.3507,893.04
2009/6/23,134.01,23.34,77.68,55.01,68.95,2761.5,33.57,405.68,405.6807,895.1
2009/6/24,136.22,23.47,79.27,55.46,68.45,2793.95,33.46,409.29,409.2907,900.94
2009/6/25,139.86,23.79,82.2,56.27,69.88,2802,34.14,415.77,415.7707,920.26
2009/6/26,142.44,23.35,83.88,56.6,69.05,2801,34.45,425.32,425.3207,918.9
2009/6/29,141.97,23.86,83.03,56.96,70.58,2845.13,34.6,424.14,424.1407,927.23
2009/6/30,142.43,23.77,83.66,56.8,69.91,2895.73,34.11,421.59,421.5907,919.32
2009/7/1,142.83,24.04,81.6,57.07,70.56,2924,33.77,418.99,418.9907,923.33
2009/7/2,140.02,23.37,79.32,55.97,68.47,2888,32.57,408.49,408.4907,896.42
2009/7/6,138.61,23.2,78.1,56.62,68.1,2855,32.6,409.61,409.6107,898.72
2009/7/7,135.4,22.53,75.63,56.23,66.56,2810,32.81,396.63,396.6307,881.03
2009/7/8,137.22,22.56,77.36,57.08,66.26,2811,32.71,402.49,402.4907,879.56
2009/7/9,136.36,22.44,78.1,56.69,65.97,2770.79,33.62,410.39,410.3907,882.68
2009/7/10,138.52,22.39,77.63,56.93,65.12,2745,32.34,414.4,414.4007,879.13
2009/7/13,142.34,23.23,81.47,57.72,65.7,2828,34.71,424.3,424.3007,901.05
2009/7/14,142.27,23.11,81.95,58.23,66.22,2869.95,34.7,424.69,424.6907,905.84
2009/7/15,146.88,24.12,84.55,58.96,68.44,2940,36.26,438.17,438.1707,932.68
2009/7/16,147.52,24.44,86.11,59.25,68.46,2923,36.13,442.6,442.6008,940.74
2009/7/17,151.75,24.29,85.85,59.23,68.52,2951,36.89,430.25,430.2507,940.38
2009/7/20,152.909,24.53,88.23,59.06,68.94,2973.49,36.98,430.17,430.1707,951.13
2009/7/21,151.51,24.83,89.01,59.49,70.47,2974.96,36.94,427.9,427.9007,954.58
2009/7/22,156.74,24.8,88.79,59.19,69.99,3001.5,36.83,427.69,427.6907,954.07
2009/7/23,157.82,25.56,93.87,60.22,71.61,3067,38.15,437.342,437.3408,976.29
2009/7/24,159.986,23.45,86.49,61.51,72.29,3127.36,37.92,446.72,446.7208,979.26
2009/7/27,160.1,23.11,84.24,61.27,72.75,3132.97,38.13,444.8,444.8008,982.18
2009/7/28,160,23.47,84.98,60.92,71.89,3135,38.08,439.85,439.8508,979.62
2009/7/29,160.03,23.8,84.34,61.16,71.43,3121,37.77,436.24,436.2407,975.15
2009/7/30,162.79,23.81,86.09,61.79,70.72,3183,38.47,445.64,445.6408,986.75
2009/7/31,163.39,23.52,85.76,60.89,70.39,3180.5,38.65,443.05,443.0508,987.48
2009/8/3,166.43,23.83,87.44,61.1,70.65,3270,39.6,452.21,452.2108,1002.63
2009/8/4,165.55,23.77,85.8,61.06,70.6,3299.5,40.21,453.734,453.7308,1005.65
2009/8/5,165.11,23.81,84.29,60.45,70.03,3452,41.78,451.14,451.1408,1002.72
2009/8/6,163.91,23.46,84.47,59.93,69.73,3517.31,40.75,450.36,450.3608,997.08
2009/8/7,165.51,23.56,85.32,59.9,69.47,3540,42.36,457.1,457.1008,1010.48
2009/8/10,164.72,23.42,84.44,60.72,69.47,3390,42.69,456.61,456.6108,1007.1
2009/8/11,162.83,23.13,83.56,60.22,68.13,3269.95,41.24,453.936,453.9408,994.35
2009/8/12,165.31,23.53,85.96,60.59,69.11,3321.5,42.21,458.58,458.5808,1005.81
2009/8/13,168.42,23.62,84.6,60.32,68.75,3355,42.9,462.28,462.2808,1012.73
2009/8/14,166.78,23.692,83.58,60.08,68.21,3329,42.45,460,460.0008,1004.09
2009/8/17,159.59,23.25,81.06,59.82,66.55,3230,40.73,444.89,444.8908,979.73
2009/8/18,164,23.58,82.12,59.8,66.49,3275,41.7,445.28,445.2808,989.67
2009/8/19,164.6,23.65,83,60.37,68,3260,41.41,443.97,443.9708,996.46
2009/8/20,166.33,23.67,84.09,60.46,68.59,3274.5,42.42,460.41,460.4108,1007.37
2009/8/21,169.22,24.41,85,61.03,69.92,3329.5,43.66,465.24,465.2408,1026.13
2009/8/24,169.06,24.64,84.5,61.28,71.3,3325.5,43.01,468.73,468.7308,1025.5699
2009/8/25,169.4,24.64,84.19,61.14,70.68,3344,43.58,471.37,471.3708,1028
2009/8/26,167.41,24.55,84,60.63,71.37,3298,43.3,468,468.0008,1028.12
2009/8/27,169.45,24.69,84.31,60.49,70.86,3288,43.45,466.06,466.0608,1030.98
2009/8/28,170.05,24.68,82.76,60.29,70.12,3307,42.92,464.75,464.7508,1028.9301
2009/8/31,168.21,24.65,81.19,60.44,69.15,3286,43.46,461.67,461.6708,1020.62
2009/9/1,165.298,24,79.16,59.94,68.41,3230,41.67,455.761,455.7608,998.04
2009/9/2,165.18,23.86,78.14,59.76,68.18,3190.08,40.86,453.01,453.0108,994.75
2009/9/3,166.55,24.11,78.46,59.69,68.26,3210,42.11,457.52,457.5208,1003.24
2009/9/4,170.31,24.62,78.87,60.32,69.18,3212,42.34,461.3,461.3008,1016.4
2009/9/8,172.93,24.82,80.9,60.57,70.65,3200,42.54,458.62,458.6208,1025.39
2009/9/9,171.14,24.78,82.24,60.92,70.5,3240,42.86,463.97,463.9708,1033.37
2009/9/10,172.56,25,83.85,60.66,70.65,3250.29,43.02,470.94,470.9408,1044.14
2009/9/11,172.16,24.86,84.54,60.42,69.98,3264,42.5,472.14,472.1408,1042.73
2009/9/14,173.72,25,83.86,60.34,70,3257,43.75,475.12,475.1208,1049.34
2009/9/15,175.16,25.2,83.55,60.15,69.49,3299.5,43.19,477.54,477.5408,1052.63
2009/9/16,181.87,25.2,90.7,60.19,70.34,3381,44.65,488.29,488.2908,1068.76
2009/9/17,184.55,25.3,90.44,60.77,69.84,3369,44.96,491.72,491.7208,1065.49
2009/9/18,185.02,25.26,90.28,60.78,69.99,3330,44.95,491.46,491.4608,1068.3
2009/9/21,184.02,25.3,90.56,60.67,69.57,3321,44.55,497,497.0008,1064.66
2009/9/22,184.48,25.77,93.75,61.08,69.83,3359.95,46.47,499.06,499.0609,1071.66
2009/9/23,185.5,25.71,92.38,60.77,69,3360.04,45.06,498.46,498.4609,1060.87
2009/9/24,183.82,25.94,92.11,60.72,68.93,3311,44.37,496.77,496.7709,1050.78
2009/9/25,182.37,25.55,90.52,60.62,68.7,3268.05,43.65,492.48,492.4808,1044.38
2009/9/28,186.1519,25.83,92.21,61.27,69.59,3291,44.81,498.53,498.5309,1062.98
2009/9/29,185.38,25.75,91.72,60.93,69.07,3341,44.88,498.53,498.5309,1060.61
2009/9/30,185.35,25.72,93.36,60.89,68.61,3323,43.82,495.85,495.8509,1057.08
2009/10/1,180.8599,24.88,91.04,59.81,67.27,3261,41.37,487.2,487.2008,1029.85
2009/10/2,184.9,24.96,89.85,59.73,66.58,3264.6,41.86,484.58,484.5808,1025.21
2009/10/5,186.024,24.64,88.67,59.82,67.58,3285,43.8,488.52,488.5208,1040.46
2009/10/6,190.01,25.11,90.91,60.29,68.66,3289,44.91,498.74,498.7409,1054.72
2009/10/7,190.25,25.1,93.97,60.71,68.67,3290,45.7,517.54,517.5409,1057.58
2009/10/8,189.27,25.67,95.22,60.94,69.05,3285.25,45.3,514.18,514.1809,1065.48
2009/10/9,190.47,25.55,95.71,61.74,69.27,3287,45.85,516.25,516.2509,1071.49
2009/10/12,190.81,25.72,93.6,62.53,70.13,3280,46.08,524.04,524.0409,1076.1899
2009/10/13,190.02,25.81,94.83,61.01,70.26,3290,45.66,526.11,526.1109,1073.1899
2009/10/14,191.29,25.96,97.46,60.55,71.84,3353,47.16,535.32,535.3209,1092.02
2009/10/15,190.56,26.71,96.01,60.94,72.94,3360.5,47.16,529.91,529.9109,1096.5601
2009/10/16,188.05,26.5,95.32,60.46,73.12,3306,46.06,549.85,549.851,1087.6801
2009/10/19,189.86,26.36,94.68,61.16,73.62,3328,45.98,552.09,552.091,1097.91
2009/10/20,198.76,26.37,94.98,60.59,73.02,3300.5,46.03,551.72,551.7209,1091.0601
2009/10/21,204.92,26.58,93.42,60.31,73.31,3283.24,44.65,551.1,551.1009,1081.4
2009/10/22,205.2,26.59,93.45,60.94,74.44,3339,45.71,554.09,554.0909,1092.91
2009/10/23,203.94,28.02,118.49,60.54,73.57,3318,45.23,553.69,553.6909,1079.6
2009/10/26,202.48,28.68,124.6399,60.09,73.23,3292.93,43.82,554.21,554.211,1066.95
2009/10/27,197.37,28.59,122.07,60.02,74.91,3303.35,43.9,548.29,548.2909,1063.41
2009/10/28,192.4,28.02,121.64,59.57,73.84,3279.97,42.68,540.3,540.301,1042.63
2009/10/29,196.35,28.22,122.577,59.86,73.96,3306,44.35,551.05,551.051,1066.11
2009/10/30,188.5,27.73,118.81,59.05,71.67,3283,41.77,536.12,536.1209,1036.1899
2009/11/2,189.31,27.88,118.84,59.49,72.15,3265,42.58,533.99,533.9909,1042.88
2009/11/3,188.75,27.53,118.37,58.93,71.74,3325.35,42.7,537.29,537.2909,1045.41
2009/11/4,190.81,28.06,117.1,59.52,71.3,3381,42.21,540.33,540.3309,1046.5
2009/11/5,194.0301,28.47,120.61,59.98,72.5,3395,43.87,548.65,548.6509,1066.63
2009/11/6,194.34,28.52,126.2,60.3,72.16,3425,43.48,551.1,551.1009,1069.3
2009/11/9,201.46,28.99,126.67,60.75,72.85,3425,44.35,562.51,562.5109,1093.08
2009/11/10,202.98,29.01,130.15,61.23,72.61,3385,44.17,566.76,566.7609,1093.01
2009/11/11,203.25,29.12,129.91,60.87,72.91,3395,44.32,570.56,570.561,1098.51
2009/11/12,201.99,29.36,130.53,61.15,71.9,3403.5,43.3,567.85,567.851,1087.24
2009/11/13,204.45,29.63,132.97,61.43,72.47,3411,42.9,572.05,572.051,1093.48
2009/11/16,206.63,29.54,131.59,62.19,74.43,3431.5,43.04,576.28,576.281,1109.3
2009/11/17,207,30,131.25,62.17,75.03,3430,43.16,577.49,577.491,1110.3199
2009/11/18,205.96,30.11,131.29,62.32,75.27,3452,43.38,576.65,576.651,1109.8
2009/11/19,200.51,29.78,128.99,62.32,74.65,3450,42.55,572.99,572.991,1094.9
2009/11/20,199.92,29.62,129.66,62.31,74.38,3447,42.46,569.964,569.961,1091.38
2009/11/23,205.88,29.94,133,62.69,75.7,3440,43.28,582.35,582.351,1106.24
2009/11/24,204.44,29.91,132.94,63.18,75.97,3415,42.48,583.09,583.091,1105.65
2009/11/25,204.19,29.79,134.03,63.3,76.47,3403,42.16,585.74,585.741,1110.63
2009/11/27,200.59,29.22,131.74,62.89,74.87,3382,41.33,579.76,579.761,1091.49
2009/11/30,199.91,29.41,135.91,62.84,75.07,3353,42.49,583,583.001,1095.63
2009/12/1,196.97,30.01,138.5,63.51,76.04,3352.3,42.22,589.87,589.871,1108.86
2009/12/2,196.23,29.78,142.25,63.88,75.79,3336.78,41.93,587.51,587.511,1109.24
2009/12/3,196.48,29.83,141.17,64.16,74.99,3291,41.4,585.74,585.741,1099.92
2009/12/4,193.32,29.98,137.58,64.36,74.25,3320,41.74,585.01,585.011,1105.98
2009/12/7,188.95,29.79,134.21,64.37,73.77,3315.34,41.25,586.25,586.251,1103.25
2009/12/8,189.87,29.57,134.11,64.25,72.95,3314,41.21,587.05,587.051,1091.9399
2009/12/9,197.8,29.71,131.31,64.38,72.79,3284,41.19,589.02,589.021,1095.95
2009/12/10,196.43,29.87,135.38,64.77,72.4,3275.99,41.27,591.5,591.501,1102.35
2009/12/11,194.67,29.85,134.15,64.85,72.83,3287,40.96,590.51,590.511,1106.41
2009/12/14,196.98,30.11,131.38,64.96,69.69,3313,41.77,595.73,595.731,1114.11
2009/12/15,194.17,30.02,130.23,64.74,69.17,3310,40.86,593.14,593.141,1107.9301
2009/12/16,195.03,30.1,128.36,64.8,68.43,3308.5,41.36,597.76,597.761,1109.1801
2009/12/17,191.86,29.6,126.91,64.47,68.22,3288.5,40.27,593.94,593.941,1096.08
2009/12/18,195.43,30.36,128.48,64.37,68.21,3303.63,40.95,596.42,596.421,1102.47
2009/12/21,198.23,30.52,132.79,64.33,68.51,3298.95,41.9,598.68,598.681,1114.05
2009/12/22,200.36,30.82,133.75,64.53,68.57,3305,41.94,601.12,601.121,1118.02
2009/12/23,202.1,30.92,138.94,64.57,68.26,3285.87,41.56,611.68,611.681,1120.59
2009/12/24,209.04,31,138.47,64.7,68.66,3287,41.89,618.48,618.4811,1126.48
2009/12/28,211.61,31.17,139.31,64.94,69.08,3285.37,41.72,622.87,622.8711,1127.78
2009/12/29,209.1,31.39,139.41,64.94,68.84,3280,41.49,619.4,619.4011,1126.2
2009/12/30,211.64,30.96,136.49,64.91,68.77,3289.65,41.53,622.73,622.731,1126.42
2009/12/31,210.732,30.48,134.52,64.41,68.19,3286,41.62,619.98,619.9811,1115.1
2010/1/4,214.01,30.95,133.9,64.68,69.15,3311,42.85,626.75,626.7511,1132.99
2010/1/5,214.38,30.96,134.69,63.93,69.42,3327,43.68,623.99,623.9911,1136.52
2010/1/6,210.97,30.77,132.25,64.45,70.02,3310,43.92,608.26,608.261,1137.14
2010/1/7,210.58,30.452,130,63.99,69.8,3322.95,44.79,594.1,594.101,1141.6899
2010/1/8,211.98,30.66,133.52,64.21,69.52,3322,44.68,602.02,602.021,1144.98
2010/1/11,210.11,30.27,130.308,64.22,70.3,3324.99,44.53,601.11,601.111,1146.98
2010/1/12,207.72,30.07,127.35,64.56,69.95,3300.1,43.49,590.48,590.481,1136.22
2010/1/13,210.65,30.35,129.11,64.97,69.67,3300,44.25,587.09,587.091,1145.6801
2010/1/14,209.43,30.96,127.35,65.1,69.68,3298,44.69,589.85,589.851,1148.46
2010/1/15,205.93,30.86,127.14,64.56,69.11,3247,43.68,580,580.001,1136.03
2010/1/19,215.04,31.1,127.61,65.35,69.27,3332,43.28,587.62,587.621,1150.23
2010/1/20,211.725,30.585,125.78,65.15,68.03,3476,43.4,580.41,580.411,1138.04
2010/1/21,208.072,30.01,126.62,63.97,66.7,72.72,40.54,582.98,582.981,1116.48
2010/1/22,197.75,28.96,121.43,63.2,66.1,70.1,39.16,550.01,550.0109,1091.76
2010/1/25,203.075,29.32,120.31,63.22,65.85,68.84,39.21,540,540.0009,1096.78
2010/1/26,205.94,29.5,119.48,62.79,65.92,68,38.44,542.42,542.4209,1092.17
2010/1/27,207.884,29.67,122.75,63.44,65.54,71.36,39.33,542.1,542.1009,1097.5
2010/1/28,199.29,29.16,126.03,63.8,64.96,73.75,39.48,534.29,534.2909,1084.53
2010/1/29,192.063,28.18,125.41,62.86,64.43,76.43,38.94,529.944,529.9409,1073.87
2010/2/1,194.73,28.41,118.87,63.09,66.18,75.41,39.63,533.02,533.0209,1089.1899
2010/2/2,195.86,28.46,118.12,63.99,66.96,75.51,40.55,531.12,531.1209,1103.3199
2010/2/3,199.23,28.63,119.1,63.63,66.6,74.36,40.29,540.82,540.8209,1097.28
2010/2/4,192.05,27.84,115.94,62.64,64.72,72.61,38.35,526.778,526.7809,1063.11
2010/2/5,195.46,28.02,117.39,62.64,64.38,73.57,38.3,531.29,531.2909,1066.1899
2010/2/8,194.12,27.72,116.83,62.37,64.35,74.23,37.7,533.47,533.4709,1056.74
2010/2/9,196.19,28.01,118.03,62.76,65.2,74.53,38.39,536.44,536.4409,1070.52
2010/2/10,195.116,27.99,117.36,62.73,64.85,74.42,38.87,534.445,534.4509,1068.13
2010/2/11,198.67,28.12,120.09,62.91,65.24,76.69,39.02,536.4,536.4009,1078.47
2010/2/12,200.38,27.93,119.66,62.72,64.8,76.9,38.95,533.12,533.1209,1075.51
2010/2/16,203.4,28.35,117.53,63.61,66.28,76.05,40.07,541.3,541.3009,1094.87
2010/2/17,202.55,28.59,116.31,63.98,65.76,76.25,40.04,538.207,538.2109,1099.51
2010/2/18,202.928,28.969,118.08,64.04,65.96,76.64,40.41,543.22,543.2209,1106.75
2010/2/19,201.67,28.77,117.52,63.81,65.87,78.74,40.03,540.763,540.7609,1109.17
2010/2/22,200.416,28.73,118.01,63.49,65.4,79.56,40.85,542.8,542.801,1108.01
2010/2/23,197.059,28.33,117.24,63.31,64.94,79.15,39.88,535.07,535.0709,1094.6
2010/2/24,200.656,28.63,119.72,63.45,65.55,79.68,40.85,531.47,531.4709,1105.24
2010/2/25,202,28.6,118.2,63.28,65.14,79.4,40.64,526.43,526.4309,1102.9399
2010/2/26,204.62,28.67,118.4,63,65,80.13,41.97,526.8,526.8009,1104.49
2010/3/1,208.99,29.02,124.54,63.39,65.4,81.91,41.83,532.69,532.6909,1115.71
2010/3/2,208.85,28.46,125.53,63.44,65.49,80.77,41.62,541.06,541.0609,1118.3101
2010/3/3,209.33,28.46,125.89,63.4,65.43,82.95,41.53,545.32,545.3209,1118.79
2010/3/4,210.71,28.63,128.53,63.57,65.4,82.68,41.92,554.59,554.591,1122.97
2010/3/5,218.95,28.5875,128.91,64.04,66.47,83.36,42.81,564.21,564.211,1138.7
2010/3/8,219.08,28.63,130.11,64.2,66.48,82.79,42.59,562.48,562.481,1138.5
2010/3/9,223.02,28.8,128.82,64.27,66.78,82.47,42.42,560.19,560.1909,1140.45
2010/3/10,224.84,28.97,130.51,64.29,67.22,82.07,42.93,576.45,576.451,1145.61
2010/3/11,225.5,29.18,133.58,64.22,67.22,82.36,43.18,581.14,581.141,1150.24
2010/3/12,226.6,29.27,131.82,64.18,66.8,82.24,43.15,579.54,579.541,1149.99
2010/3/15,223.84,29.29,131.13,64.57,66.3,82.17,43.07,563.18,563.181,1150.51
2010/3/16,224.45,29.37,131.79,64.53,66.57,82.3,43.24,565.2,565.201,1159.46
2010/3/17,224.12,29.63,131.34,64.65,67.36,82.5,43.79,565.56,565.561,1166.21
2010/3/18,224.65,29.61,132.76,65.06,67.39,82.35,43.64,566.4,566.401,1165.83
2010/3/19,222.2499,29.59,130.35,65.11,67.04,82.06,43.45,560,560.001,1159.9
2010/3/22,224.75,29.6,130.47,65.1,66.97,82.37,43.74,557.5,557.501,1165.8101
2010/3/23,228.36,29.88,129.26,65.36,66.95,82.33,44.58,549,549.0009,1174.17
2010/3/24,229.37,29.65,128.04,64.75,66.5,81.44,44.94,557.33,557.3309,1167.72
2010/3/25,226.65,30.01,134.73,64.57,66.3,81.7,44.94,562.88,562.881,1165.73
2010/3/26,230.9,29.66,135.06,64.38,66.54,81.3,45.02,562.69,562.691,1166.59
2010/3/29,232.39,29.59,135.12,64.82,67.3,81.75,44.86,562.45,562.451,1173.22
2010/3/30,235.845,29.77,136.579,64.9,67.05,81.6,44.58,566.71,566.711,1173.27
2010/3/31,235,29.2875,135.77,65.2,66.98,81.27,44.7,567.12,567.121,1169.4301
2010/4/1,235.97,29.16,131.81,65.77,67.61,81.65,45.18,568.8,568.801,1178.1
2010/4/5,238.49,29.27,131.49,65.4,68.19,81.16,45.34,571.01,571.011,1187.4399
2010/4/6,239.54,29.32,135.56,65.31,67.9,80.91,45.84,568.22,568.221,1189.4399
2010/4/7,240.6,29.35,134.87,65.22,67.34,79.95,45.32,563.54,563.541,1182.45
2010/4/8,239.95,29.92,140.96,64.93,67.86,79.68,45.76,567.49,567.491,1186.4399
2010/4/9,241.79,30.34,140.06,65.14,68.76,80.49,45.98,566.22,566.221,1194.37
2010/4/12,242.29,30.32,141.2,65.11,68.71,80.48,46.14,572.73,572.731,1196.48
2010/4/13,242.43,30.45,140.16,65.68,68.66,80.45,45.87,586.77,586.771,1197.3
2010/4/14,245.69,30.82,144.28,65.49,68.61,80.89,47.73,589,589.001,1210.65
2010/4/15,248.92,30.87,145.82,65.51,68.26,80.07,47.81,595.3,595.301,1211.67
2010/4/16,247.4,30.67,142.171,65.02,67.93,78.72,45.55,550.145,550.1509,1192.13
2010/4/19,247.07,31.039,142.43,66.03,68.23,79.48,45.39,550.1,550.1009,1197.52
2010/4/20,244.59,31.36,144.2,65.99,68.97,80.01,45.88,555.04,555.041,1207.17
2010/4/21,259.22,31.332,146.43,65.39,68.92,78.87,45.35,554.3,554.3009,1205.9399
2010/4/22,266.4695,31.39,150.09,64.78,68.56,78.68,44.74,547.06,547.0609,1208.67
2010/4/23,270.83,30.96,143.63,65.04,69.24,78.95,44.94,544.99,544.991,1217.28
2010/4/26,269.5,31.11,147.11,64.76,69.29,79.24,43.89,531.64,531.6409,1212.05
2010/4/27,262.04,30.845,142.02,64.28,68.27,76.69,42.41,529.06,529.0609,1183.71
2010/4/28,261.6,30.91,139.35,64.62,69.19,77.17,43.46,529.19,529.1909,1191.36
2010/4/29,268.64,31.003,141.73,65.01,68.66,78.09,44,532,532.0009,1206.78
2010/4/30,261.09,30.535,137.1,64.3,67.77,77,42.58,525.695,525.7009,1186.6899
2010/5/3,266.35,30.86,137.49,65.33,67.84,78.44,43.53,530.6,530.6009,1202.26
2010/5/4,258.68,30.13,129.83,64.7,66.47,76.61,42.47,506.37,506.3709,1173.6
2010/5/5,255.985,29.85,130.93,65.14,66.17,76.7,42.63,509.76,509.7609,1165.87
2010/5/6,246.25,28.98,128.71,63.4,63.89,74.59,40.81,498.67,498.6708,1128.15
2010/5/7,235.86,28.21,124.98,63.31,63.7,74.41,40.76,493.14,493.1408,1110.88
2010/5/10,253.99,28.94,131.29,64.75,64.79,78.23,41.95,521.65,521.6509,1159.73
2010/5/11,256.52,28.88,130.46,64.67,64.46,77.61,41.55,509.05,509.0509,1155.79
2010/5/12,262.09,29.44,133.87,64.9,64.91,78,41.69,505.39,505.3909,1171.67
2010/5/13,258.36,29.24,131.47,64.67,64.74,77.27,40.81,510.88,510.8809,1157.4399
2010/5/14,253.82,28.93,128.533,63.97,63.6,76.23,39.89,507.53,507.5309,1135.6801
2010/5/17,254.22,28.94,128.91,63.88,63.27,76.31,39.84,507.97,507.9709,1136.9399
2010/5/18,252.36,28.5975,126.28,62.97,62.79,75.47,39.02,498.37,498.3709,1120.8
2010/5/19,248.34,28.24,124.59,62.22,62.45,75.83,39.38,494.43,494.4309,1115.05
2010/5/20,237.76,27.11,119.71,60.55,60.33,72.28,37.83,475.01,475.0108,1071.59
2010/5/21,242.32,26.84,122.72,60.88,60.88,73.01,40.05,472.05,472.0508,1087.6899
2010/5/24,246.76,26.27,122.12,60.57,60.19,70.78,38.62,477.16,477.1608,1073.65
2010/5/25,245.22,26.07,124.86,60.35,59.71,70.73,38.94,477.07,477.0708,1074.03
2010/5/26,244.109,25.01,123.21,59.66,59.31,70.32,38.78,475.47,475.4708,1067.95
2010/5/27,253.35,26,126.7,59.03,61.46,73.35,40.42,490.46,490.4608,1103.0601
2010/5/28,256.88,25.8,125.46,58.3,60.46,70.55,39.58,485.63,485.6308,1089.41
2010/6/1,260.83,25.89,123.24,58.76,59.25,70.26,38.54,482.37,482.3708,1070.71
2010/6/2,263.95,26.46,126.31,59.73,60.77,72.25,39.55,493.37,493.3709,1098.38
2010/6/3,263.12,26.86,128.76,59.77,61.56,72.34,39.1,505.6,505.6009,1102.83
2010/6/4,255.965,25.79,122.77,58.01,59.525,70.19,37.62,498.72,498.7209,1064.88
2010/6/7,250.94,25.29,122.01,58,59.3,70.04,36.72,485.52,485.5208,1050.47
2010/6/8,249.33,25.11,118.835,58.64,61.24,72.64,37.78,484.78,484.7808,1062
2010/6/9,243.2,24.79,117.91,58.17,60.03,71.81,37.12,474.02,474.0208,1055.6899
2010/6/10,250.51,25,123.21,58.5,61.89,74.1,38.29,487.01,487.0108,1086.84
2010/6/11,253.51,25.66,123.03,58.46,61.86,74.41,38.09,488.5,488.5008,1091.6
2010/6/14,254.28,25.495,123.83,58.42,61.37,74.92,37.33,483.19,483.1908,1089.63
2010/6/15,259.69,26.5825,126.84,59.14,62.51,77.25,38.25,497.99,497.9908,1115.23
2010/6/16,267.25,26.32,126.9,59.24,62.51,77.51,38.52,501.27,501.2709,1114.61
2010/6/17,271.87,26.37,125.89,59.18,62.6,79.23,38.44,500.08,500.0809,1116.04
2010/6/18,274.074,26.44,125.83,59.18,63.1,79.93,39.18,500.03,500.0308,1117.51
2010/6/21,270.17,25.95,122.55,59.13,63.13,79.81,38.87,488.56,488.5608,1113.2
2010/6/22,273.85,25.77,122.307,59.16,61.94,79.53,38.33,486.25,486.2508,1095.3101
2010/6/23,270.97,25.308,121.45,59.24,61.1,79.14,38.89,482.05,482.0508,1092.04
2010/6/24,269,25,118.33,59.6,60.07,78.86,38.03,475.1,475.1008,1073.6899
2010/6/25,266.7,24.5325,121,58.7,59.1,81.9,39.44,472.68,472.6808,1076.76
