date,AAPL,MSFT,AMZN,JNJ,XOM,BRK-B,JPM,GOOGL,GOOG,SPX
2010/9/3,258.77,24.29,138.79,58.93,61.32,81.61,39.17,470.3,470.3008,1104.51
2010/9/7,257.81,23.96,137.22,58.7,60.55,80.79,38.28,464.4,464.4008,1091.84
2010/9/8,262.92,23.93,139.14,58.85,60.75,81.69,39.12,470.58,470.5808,1098.87
2010/9/9,263.07,24.01,140.38,59.82,61.05,82.31,40.1,476.18,476.1808,1104.1801
2010/9/10,263.41,23.85,142.44,59.98,61.2,82.72,39.76,476.14,476.1408,1109.55
2010/9/13,267.04,25.11,145.07,60.32,61,83.34,41.12,482.27,482.2708,1121.9
2010/9/14,268.06,25.03,145.75,60.58,61.01,83.05,40.72,480.43,480.4308,1121.1
2010/9/15,270.22,25.115,145.45,61.05,61,83.48,40.98,480.64,480.6408,1125.0699
2010/9/16,276.57,25.33,148.13,61.29,60.97,83.54,40.99,481.06,481.0608,1124.66
2010/9/17,275.37,25.22,148.325,61.57,60.78,82.72,40.06,490.15,490.1509,1125.59
2010/9/20,283.23,25.43,151.3048,62.09,61.55,83.51,41.19,508.28,508.2809,1142.71
2010/9/21,283.77,25.15,150.73,61.94,61.54,83.09,40.59,513.46,513.4609,1139.78
2010/9/22,287.75,24.61,151.83,61.97,61.45,82.42,39.94,516,516.0009,1134.28
2010/9/23,288.92,24.43,152.85,61.81,61.15,81.24,39.1,513.48,513.4809,1124.83
2010/9/24,292.32,24.775,160.73,62.14,61.75,83.32,39.7525,527.29,527.2909,1148.67
2010/9/27,291.164,24.7325,159.37,62.03,61.71,82.87,39.08,530.41,530.4109,1142.16
2010/9/28,286.86,24.6775,159.7,62.43,62.06,83.07,38.95,527.17,527.1709,1147.7
2010/9/29,287.37,24.5,158.99,62.31,61.59,82.44,38.41,527.69,527.6909,1144.73
2010/9/30,283.75,24.49,157.06,61.96,61.79,82.68,38.06,525.79,525.7909,1141.2
2010/10/1,282.52,24.38,153.71,61.75,62.54,82.71,38.81,525.62,525.6209,1146.24
2010/10/4,278.64,23.91,155.39,61.67,62.19,82.11,38.95,522.35,522.3509,1137.03
2010/10/5,288.94,24.35,160.87,62.8,63.26,83.43,39.64,538.23,538.2309,1160.75
2010/10/6,289.19,24.43,155.4,63.21,63.94,83.54,39.9,534.35,534.3509,1159.97
2010/10/7,289.22,24.53,156.27,63.22,63.85,83.17,39.52,530.01,530.0109,1158.0601
2010/10/8,294.07,24.57,155.55,63.23,64.38,83.16,39.31,536.35,536.3509,1165.15
2010/10/11,295.36,24.59,153.03,63.3,64.55,82.95,39.73,538.84,538.8409,1165.3199
2010/10/12,298.54,24.83,156.48,63.29,64.7,83.3,40.4,541.39,541.3909,1169.77
2010/10/13,300.14,25.34,155.17,63.58,65.04,83.66,39.84,543.3,543.3009,1178.1
2010/10/14,302.31,25.23,155.53,63.74,65.3,83.61,38.72,540.93,540.9309,1173.8101
2010/10/15,314.74,25.54,164.64,63.57,65.19,83.37,37.15,601.45,601.451,1176.1899
2010/10/18,318,25.82,163.56,63.86,66.28,83.5,38.2,617.71,617.7111,1184.71
2010/10/19,309.49,25.1,158.67,63.29,65.12,82.36,37.69,607.83,607.8311,1165.9
2010/10/20,310.53,25.31,158.67,63.6,66.01,82.92,38.1,607.98,607.981,1178.17
2010/10/21,309.52,25.42,164.97,63.99,66.32,83.01,37.7,611.99,611.991,1180.26
2010/10/22,307.47,25.3775,169.13,63.81,66.34,83.34,37.7,612.53,612.5311,1183.08
2010/10/25,308.84,25.19,169,63.98,66.2,83.33,37.07,616.5,616.501,1185.62
2010/10/26,308.05,25.9,169.95,63.84,66.53,82.22,37.2,618.6,618.601,1185.64
2010/10/27,307.83,26.05,167.51,63.57,65.67,80.55,37.54,616.47,616.4711,1182.45
2010/10/28,305.24,26.28,166.84,63.56,66.22,80.1,37.51,618.58,618.5811,1183.78
2010/10/29,300.98,26.665,165.23,63.74,66.49,79.56,37.63,613.7,613.701,1183.26
2010/11/1,304.18,26.95,162.58,63.69,66.95,79.9,37.42,615,615.001,1184.38
2010/11/2,309.36,27.39,164.61,63.88,67.84,80.42,36.96,615.6,615.6011,1193.5699
2010/11/3,312.8,27.03,168.47,64.19,67.97,81.27,37.72,620.18,620.181,1197.96
2010/11/4,318.27,27.14,168.93,64.76,69.38,82.96,39.8,624.27,624.2711,1221.0601
2010/11/5,317.13,26.85,170.77,64.65,70,83.72,40.94,625.08,625.0811,1225.85
2010/11/8,318.62,26.81,171.99,64.33,70.32,82.32,40.51,626.77,626.7711,1223.25
2010/11/9,316.08,26.95,170.27,64.31,70.63,80.85,39.9,624.82,624.8211,1213.4
2010/11/10,318.03,26.94,173.33,63.95,71.13,81.93,40.62,622.88,622.8811,1218.71
2010/11/11,316.655,26.68,170.37,63.92,71.83,81.13,40.02,617.19,617.1911,1213.54
2010/11/12,308.03,26.27,165.68,63.67,70.99,80.25,39.61,603.29,603.291,1199.21
2010/11/15,307.035,26.2,158.9,64.14,70.48,80.19,40.08,595.47,595.471,1197.75
2010/11/16,301.59,25.81,157.78,63.14,68.94,79.91,39.61,583.72,583.721,1178.34
2010/11/17,300.5,25.57,158.35,63.06,69.01,79.53,39.18,583.55,583.551,1178.59
2010/11/18,308.43,25.8375,164.17,63.83,70.31,80.86,39.66,596.56,596.561,1196.6899
2010/11/19,306.73,25.69,164.82,63.83,70.54,80.77,39.41,590.83,590.831,1199.73
2010/11/22,313.36,25.73,170.39,63.62,70.19,80,38.51,591.22,591.221,1197.84
2010/11/23,308.73,25.12,168.2,62.87,68.98,79.09,37.63,583.01,583.011,1180.73
2010/11/24,314.795,25.37,177.25,62.87,69.88,80.3,38.16,594.97,594.971,1198.35
2010/11/26,315,25.25,177.2,62.3,69.23,79.76,37.5,590,590.001,1189.4
2010/11/29,316.87,25.31,179.49,61.91,69.45,79.51,37.91,582.11,582.111,1187.76
2010/11/30,311.15,25.2575,175.4,61.55,69.56,79.68,37.4,555.71,555.7109,1180.55
2010/12/1,316.4,26.04,176.55,62.42,71.33,80.68,38.15,564.35,564.3509,1206.0699
2010/12/2,318.15,26.89,176.53,62.6,71.48,81.42,39.31,571.82,571.821,1221.53
2010/12/3,317.44,27.02,175.68,62.56,71.19,80.9,39.61,573,573.001,1224.71
2010/12/6,320.15,26.84,178.05,62.2,71.31,80.38,39.905,578.36,578.361,1223.12
2010/12/7,318.21,26.87,176.77,62.31,71.46,79.87,39.25,587.14,587.141,1223.75
2010/12/8,321.01,27.23,176.29,62.45,71.85,80.54,40.26,590.54,590.541,1228.28
2010/12/9,319.7575,27.08,174.85,62.06,72,80.49,40.81,591.5,591.501,1233
2010/12/10,320.56,27.34,175.62,61.91,72.18,80.68,41.43,592.21,592.211,1240.4
2010/12/13,321.67,27.245,174.25,61.86,72.36,80.34,41.51,594.62,594.621,1240.46
2010/12/14,320.29,27.62,173.94,62.77,72.18,80.24,40.79,594.91,594.911,1241.59
2010/12/15,320.36,27.85,175.57,62.57,71.85,79.55,40.21,590.3,590.301,1235.23
2010/12/16,321.25,27.9875,178.04,62.4,72.22,79.88,40.0125,591.71,591.711,1242.87
2010/12/17,320.61,27.9025,177.58,62.54,72.17,79.95,39.67,590.8,590.801,1243.91
2010/12/20,322.21,27.81,183.29,62.49,72.22,79.57,39.95,595.06,595.061,1247.08
2010/12/21,324.205,28.07,184.75,62.34,72.72,80.49,41,603.07,603.071,1254.6
2010/12/22,325.16,28.1875,184.76,62.02,72.8,80.14,42.16,605.49,605.491,1258.84
2010/12/23,323.6,28.3,182.59,62.25,73.2,79.86,42.08,604.23,604.231,1256.77
2010/12/27,324.68,28.07,182.14,61.93,73.01,80.16,42.67,602.38,602.381,1257.54
2010/12/28,325.47,28.01,181.09,62.05,73.42,79.99,42.61,598.92,598.921,1258.51
2010/12/29,325.29,27.97,183.37,62.13,73.37,79.89,42.36,601,601.0011,1259.78
2010/12/30,323.66,27.85,182.75,61.94,73.36,79.4,42.23,598.86,598.861,1257.88
2010/12/31,322.56,27.91,180,61.85,73.12,80.11,42.42,593.97,593.971,1257.64
2011/1/3,329.57,27.98,184.22,62.82,74.55,80.41,43.58,604.35,604.351,1271.87
2011/1/4,331.29,28.0875,185.01,63.35,74.9,80.17,44.16,602.12,602.121,1270.2
2011/1/5,334,28,187.42,63.31,74.7,80.91,44.7,609.07,609.0711,1276.5601
2011/1/6,333.73,28.82,185.86,63.21,75.18,80.37,44.48,613.5,613.5011,1273.85
2011/1/7,336.12,28.6,185.49,62.6,75.59,79.74,43.64,616.44,616.4411,1271.5
2011/1/10,342.455,28.22,184.68,62.16,75.13,79.65,43.4,614.21,614.211,1269.75
2011/1/11,341.64,28.11,184.34,62.27,75.69,79.4,43.6,616.01,616.011,1274.48
2011/1/12,344.42,28.55,184.08,62.5,76.58,80.74,44.71,616.87,616.8711,1285.96
2011/1/13,345.68,28.19,185.53,62.91,76.71,80.76,44.45,616.69,616.6911,1283.76
2011/1/14,348.48,28.3,188.75,62.55,77.84,81.65,44.91,624.18,624.1811,1293.24
2011/1/18,340.65,28.66,191.25,62.1,78.71,81.82,44.75,639.63,639.6311,1295.02
2011/1/19,338.84,28.47,186.87,62.56,78.24,80.92,43.71,631.75,631.7511,1281.92
2011/1/20,332.68,28.3525,181.96,62.86,77.75,80.73,44.75,626.77,626.7711,1280.26
2011/1/21,326.72,28.02,177.42,62.66,78.98,80.45,45.29,611.83,611.8311,1283.35
2011/1/24,337.45,28.38,176.85,62.22,78.59,82.94,45.02,611.08,611.0811,1290.84
2011/1/25,341.4,28.45,176.7,61.08,78.68,83.25,44.87,619.91,619.9111,1291.1801
2011/1/26,343.85,28.78,175.39,60.6,79.66,83.07,44.98,616.5,616.501,1296.63
2011/1/27,343.21,28.87,184.45,60.68,79.88,83.03,45.1,616.79,616.7911,1299.54
2011/1/28,336.1,27.751,171.14,60.01,78.99,81.56,44.54,600.99,600.991,1276.34
2011/1/31,339.32,27.725,169.64,59.77,80.68,81.75,44.94,600.36,600.361,1286.12
2011/2/1,345.03,27.9925,172.11,60.63,83.91,83.35,45.93,611.04,611.0411,1307.59
2011/2/2,344.32,27.94,173.53,60.62,83.41,82.45,45.45,612,612.0011,1304.03
2011/2/3,343.44,27.65,173.71,60.8,83.44,83.02,45.46,610.15,610.151,1307.1
2011/2/4,346.5,27.77,175.93,60.84,83.28,83.17,44.59,610.98,610.981,1310.87
2011/2/7,351.88,28.1975,176.43,60.87,83.93,84.1,45.5,614.295,614.2911,1319.05
2011/2/8,355.2,28.2825,183.06,60.94,82.98,84.27,45.74,618.38,618.381,1324.5699
2011/2/9,358.16,27.97,185.3,60.88,82.55,83.89,45.11,616.5,616.501,1320.88
2011/2/10,354.54,27.5,186.21,60.93,83.2,84.45,45.53,616.44,616.4411,1321.87
2011/2/11,356.85,27.25,189.25,60.7,82.82,84.91,46.57,624.5,624.5011,1329.15
2011/2/14,359.18,27.23,190.42,60.7,84.91,85.3,46.54,628.15,628.1511,1332.3199
2011/2/15,359.9,26.96,189.03,60.62,82.97,84.98,46.82,624.15,624.1511,1328.01
2011/2/16,363.13,27.02,186.62,60.52,83.69,84.96,47.94,624.22,624.221,1336.3199
2011/2/17,358.3,27.21,187.76,60.79,83.88,84.93,47.82,625.26,625.2611,1340.4301
2011/2/18,350.56,27.06,186.5,61.11,84.5,85.05,48,630.08,630.0811,1343.01
2011/2/22,338.61,26.59,180.42,60.65,85.44,83.17,46.01,610.21,610.2111,1315.4399
2011/2/23,342.62,26.59,176.68,60.39,87.07,82.86,45.96,611.32,611.321,1307.4
2011/2/24,342.88,26.77,177.75,60.25,85.97,83.36,45.91,608.82,608.821,1306.1
2011/2/25,348.16,26.55,177.24,59.64,85.34,84.87,46.68,610.04,610.0411,1319.88
2011/2/28,353.21,26.58,173.29,61.44,85.53,87.28,46.69,613.4,613.4011,1327.22
2011/3/1,349.31,26.16,169.44,60.7,84.8,85.25,45.6,600.76,600.761,1306.33
2011/3/2,352.12,26.0775,172.02,60.81,85.08,85.02,45.21,600.79,600.791,1308.4399
2011/3/3,359.56,26.2,172.79,61.05,85.82,86.7,46.08,609.56,609.561,1330.97
2011/3/4,360,25.9525,171.67,61.06,85.08,85.5,45.52,600.62,600.621,1321.15
2011/3/7,355.36,25.72,169.08,60.4,84.72,85.04,45.19,591.66,591.661,1310.13
2011/3/8,355.76,25.91,166.89,60.71,84.6,86.35,46.4,592.31,592.311,1321.8199
2011/3/9,352.47,25.89,169.05,60.4,84.38,86.02,46.56,591.77,591.771,1320.02
2011/3/10,346.67,25.41,166.14,59.61,81.38,84.98,45.53,580.3,580.301,1295.11
2011/3/11,351.99,25.68,168.07,59.69,82.12,85.3,45.74,576.71,576.711,1304.28
2011/3/14,353.56,25.69,166.73,59.13,82.38,84.21,45.3,569.99,569.991,1296.39
2011/3/15,345.43,25.39,165.08,58.48,81.39,82.52,44.61,569.56,569.561,1281.87
2011/3/16,330.01,24.79,164.7,57.66,79.31,80.95,43.81,557.1,557.101,1256.88
2011/3/17,334.64,24.78,160.97,58.13,81.16,82.73,44.56,561.36,561.361,1273.72
2011/3/18,330.67,24.8,161.82,58.57,80.85,83.48,45.74,561.06,561.0609,1279.21
2011/3/21,339.3,25.33,164.525,58.83,82.84,85.17,45.63,576.5,576.501,1298.38
2011/3/22,341.2,25.295,162.6,58.79,82.56,84.98,45.47,577.32,577.321,1293.77
2011/3/23,339.19,25.54,165.32,58.72,82.6,84.74,45.6,582.16,582.161,1297.54
2011/3/24,344.97,25.81,171.1,59.03,82.73,85.16,45.73,586.89,586.891,1309.66
2011/3/25,351.54,25.62,170.98,58.98,83.62,85.24,45.86,579.74,579.741,1313.8
2011/3/28,350.44,25.41,169.35,59.24,83.47,84.37,45.96,575.36,575.361,1310.1899
2011/3/29,350.96,25.49,174.62,59.22,83.25,84.71,46.02,581.73,581.731,1319.4399
2011/3/30,348.63,25.61,179.42,59.38,84.49,85.46,46.45,581.84,581.841,1328.26
2011/3/31,348.5075,25.39,180.13,59.25,84.13,83.63,46.1,586.76,586.761,1325.83
2011/4/1,344.56,25.48,180.13,59.49,84.68,83.68,46.35,591.8,591.801,1332.41
2011/4/4,341.19,25.55,182.94,60.15,84.87,83.1,46.34,587.68,587.681,1332.87
2011/4/5,338.89,25.78,185.29,59.8,85.42,82.04,46.58,569.09,569.091,1332.63
2011/4/6,338.04,26.15,182.76,59.66,85.18,81.99,47.64,574.18,574.181,1335.54
2011/4/7,338.08,26.2,184.91,59.48,85.76,81.93,47.4,580,580.001,1333.51
2011/4/8,335.06,26.07,184.71,59.46,85.95,81.8,46.84,578.16,578.161,1328.17
2011/4/11,330.8,25.98,184.04,59.86,85.16,82.26,46.86,577.37,577.371,1324.46
2011/4/12,332.4,25.64,180.48,59.94,83.18,81.68,46.64,570.61,570.611,1314.16
2011/4/13,336.13,25.63,182.29,59.6,83.16,80.76,46.25,576.28,576.281,1314.41
2011/4/14,332.42,25.42,181.82,60.02,83.44,80.74,44.97,578.51,578.511,1314.52
2011/4/15,327.46,25.37,180.01,60.56,84.29,80.89,44.89,530.7,530.7009,1319.6801
2011/4/18,331.85,25.08,178.34,60.46,83.1,80.3,43.96,526.84,526.8409,1305.14
2011/4/19,337.86,25.15,178.82,62.69,83.8,80.5,44.6501,521.53,521.5309,1312.62
2011/4/20,342.41,25.76,183.87,64.39,85.65,81.72,44.56,525.73,525.7309,1330.36
2011/4/21,350.696,25.52,185.89,64.07,86.36,82.36,44.68,525.1,525.1009,1337.38
2011/4/25,353.009,25.61,185.42,64.11,86.22,82.38,44.61,525.05,525.0509,1335.25
2011/4/26,350.42,26.19,182.3,64.95,87.42,82.92,45.12,532.82,532.8209,1347.24
2011/4/27,350.15,26.38,196.63,65.57,87.78,82.99,45.5,537.76,537.7609,1355.66
2011/4/28,346.75,26.71,195.07,65.38,87.34,83.27,45.85,537.97,537.9709,1360.48
2011/4/29,350.13,25.92,195.81,65.72,87.98,83.3,45.63,544.1,544.1009,1363.61
2011/5/2,346.28,25.66,201.19,66.21,86.97,81.92,45.18,538.56,538.5609,1361.22
2011/5/3,348.2,25.81,198.45,66.26,85.62,82.32,45.92,533.89,533.8909,1356.62
2011/5/4,349.57,26.06,199.97,65.67,84.81,81.58,45.5,535.79,535.7909,1347.3199
2011/5/5,346.75,25.79,197.11,65.01,82.62,79.66,45.17,534.27,534.2709,1335.1
2011/5/6,346.66,25.87,197.6,65.27,82.69,80.21,45.04,535.3,535.3009,1340.2
2011/5/9,347.6,25.83,200.8,65.63,83.18,80.73,44.96,537.68,537.6809,1346.29
2011/5/10,349.45,25.67,203.94,65.76,83.34,81.23,45.16,542.66,542.6609,1357.16
2011/5/11,347.23,25.36,204.38,66.57,81.12,80.1,44.23,535.45,535.4509,1342.08
2011/5/12,346.57,25.32,206.07,67.19,81.05,80.7,44.09,535.05,535.0509,1348.65
2011/5/13,340.5,25.03,202.56,66.62,80.87,79.65,43.15,529.55,529.5509,1337.77
2011/5/16,333.3,24.57,192.51,66.37,80.24,79.48,42.88,518.42,518.4209,1329.47
2011/5/17,336.14,24.52,194.81,66.4,80.41,78.93,43.81,530.46,530.4609,1328.98
2011/5/18,339.87,24.69,197.09,66.5,81.74,79.62,44.08,529.81,529.8109,1340.6801
2011/5/19,340.53,24.715,198.805,66.39,82.33,79.28,44,531.25,531.2509,1343.6
2011/5/20,335.22,24.49,198.65,65.69,81.57,78.72,43.13,524.03,524.0309,1333.27
2011/5/23,334.4,24.17,196.22,65.56,80.67,77.89,42.55,518.39,518.3909,1317.37
2011/5/24,332.19,24.15,193.27,65.78,81.29,77.67,42.34,518.26,518.2609,1316.28
2011/5/25,336.78,24.19,192.26,66.29,81.96,78.16,42.27,519.67,519.6709,1320.47
2011/5/26,335,24.67,195,65.51,82.39,78.31,42.45,518.13,518.1309,1325.6899
2011/5/27,337.41,24.76,194.13,66.77,82.63,78.04,42.79,520.9,520.9009,1331.1
2011/5/31,347.83,25.01,196.69,67.29,83.47,79.07,43.24,529.02,529.0209,1345.2
2011/6/1,345.51,24.43,192.395,66.48,82.03,77.08,41.76,525.6,525.6009,1314.55
2011/6/2,346.102,24.22,193.65,66.48,81.33,77.16,41.61,528.06,528.0609,1312.9399
2011/6/3,343.44,23.905,188.32,66.09,81.18,76.25,41.57,523.08,523.0809,1300.16
2011/6/6,338.04,24.01,185.69,66.05,80.29,75.34,40.53,521.06,521.0609,1286.17
2011/6/7,332.04,24.06,187.55,65.5,80,74.86,40.72,519.03,519.0309,1284.9399
2011/6/8,332.24,23.94,188.05,66.14,80.76,74.33,40.39,519.17,519.1709,1279.5601
2011/6/9,331.49,23.96,189.68,66.78,81.18,75.01,40.98,516.73,516.7309,1289
2011/6/10,325.9,23.705,186.53,66.09,79.78,74.06,41.05,509.505,509.5109,1270.98
2011/6/13,326.6,24.04,186.29,66.59,79.23,74.29,41.67,504.73,504.7309,1271.83
2011/6/14,332.44,24.22,189.96,67.1,80.38,75.11,41.605,508.37,508.3709,1287.87
2011/6/15,326.75,23.74,185.98,66.16,78.66,73.83,40.68,502.95,502.9509,1265.42
2011/6/16,325.16,23.995,183.65,66.32,79.22,75.01,40.36,500.37,500.3709,1267.64
2011/6/17,320.26,24.26,186.37,66.29,79.02,75.51,40.8,485.02,485.0208,1271.5
2011/6/20,315.32,24.47,187.72,66.51,79.71,76.1,40.48,484.58,484.5808,1278.36
2011/6/21,325.3,24.76,194.23,66.49,80.57,76.49,40.91,493,493.0009,1295.52
2011/6/22,322.61,24.65,191.63,66.07,79.82,75.97,40.69,487.005,487.0108,1287.14
2011/6/23,331.23,24.63,194.16,65.67,78.44,75.61,40.07,480.22,480.2208,1283.5
2011/6/24,326.35,24.3,192.55,65.06,76.78,75.62,39.49,474.88,474.8808,1268.45
2011/6/27,332.04,25.2,201.25,65.25,77.92,75.63,39.88,482.8,482.8008,1280.1
2011/6/28,335.26,25.8,202.35,65.91,79.63,76.42,39.54,493.65,493.6508,1296.67
2011/6/29,334.04,25.62,204.18,66.31,80.25,77.03,40.45,497.57,497.5708,1307.41
2011/6/30,335.67,26,204.49,66.52,81.38,77.39,40.94,506.38,506.3809,1320.64
2011/7/1,343.26,26.02,209.49,67.3,82.01,78.09,41.58,521.028,521.0309,1339.67
2011/7/5,349.43,26.03,213.19,67.62,81.6,77.31,41.03,532.44,532.4409,1337.88
2011/7/6,351.76,26.33,214.19,67.55,81.57,76.52,40.56,535.36,535.3609,1339.22
2011/7/7,357.2,26.77,216.74,67.92,82.36,77.77,41.32,546.6,546.6009,1353.22
2011/7/8,359.71,26.92,218.28,67.57,82.42,76.9,40.74,531.99,531.9909,1343.8
2011/7/11,354,26.63,212.55,67.27,81.9,75.27,39.43,527.28,527.2809,1319.49
2011/7/12,353.75,26.54,211.23,67.03,81.89,75.78,39.39,534.01,534.0109,1313.64
2011/7/13,358.02,26.63,213.5,67.63,82.48,76.32,39.62,538.26,538.2609,1317.72
2011/7/14,357.77,26.47,210.38,67.66,82.24,76.1,40.35,528.94,528.9409,1308.87
2011/7/15,364.92,26.78,212.87,67.45,83,75.36,39.98,597.62,597.6211,1316.14
2011/7/18,373.8,26.59,211.53,67.09,82.65,75.11,39.83,594.94,594.941,1305.4399
2011/7/19,376.85,27.54,218.06,66.72,83.63,76.29,40.39,602.55,602.551,1326.73
2011/7/20,386.9,27.06,215.55,66.24,83.3,76.14,40.96,595.35,595.351,1325.84
2011/7/21,387.29,27.095,213.21,66.47,85.02,77.34,42.29,606.99,606.991,1343.8
2011/7/22,393.3,27.53,216.52,66.72,85.22,77.05,42.19,618.23,618.2311,1345.02
2011/7/25,398.5,27.91,213.49,66.25,84.57,75.91,41.69,618.98,618.9811,1337.4301
2011/7/26,403.41,28.08,214.18,65.92,84.37,75.51,41.44,622.52,622.5211,1331.9399
2011/7/27,392.59,27.33,222.518,65.23,83.31,74.69,40.67,607.22,607.2211,1304.89
2011/7/28,391.82,27.72,223.9,65.08,81.46,74.85,40.68,610.94,610.941,1300.67
2011/7/29,390.48,27.4,222.52,64.79,79.79,74.17,40.45,603.69,603.691,1292.28
2011/8/1,396.75,27.27,221.32,64.41,79.6,74.93,40.44,606.77,606.771,1286.9399
2011/8/2,388.91,26.8,211.7,63.43,77.84,73.37,39.84,592.4,592.401,1254.05
2011/8/3,392.57,26.92,209.96,63.41,77.72,74.01,39.9,601.17,601.1711,1260.34
2011/8/4,377.37,25.94,201.48,61.84,73.84,70.99,37.92,577.52,577.521,1200.0699
2011/8/5,373.62,25.68,202.7,62.71,74.82,71.25,37.6,579.04,579.041,1199.38
2011/8/8,353.21,24.48,193.7,61.12,70.19,66.65,34.06,546.02,546.0209,1119.46
2011/8/9,374.01,25.58,205.09,62.2,71.64,72.93,36.4,573.41,573.411,1172.53
2011/8/10,363.69,24.2,194.13,60.2,68.03,67.6,34.37,549.01,549.0109,1120.76
2011/8/11,373.7,25.19,198.36,63.44,71.58,71.74,36.69,562.13,562.131,1172.64
2011/8/12,376.99,25.1,202.3,63.36,72,71.52,35.91,563.77,563.771,1178.8101
2011/8/15,383.41,25.51,202.95,64.59,74.29,72.54,36.88,557.23,557.231,1204.49
2011/8/16,380.48,25.35,197.68,64.36,73.5,71.78,36.03,539,539.0009,1192.76
2011/8/17,380.44,25.245,195.93,64.26,74.16,72.38,36.57,533.15,533.1509,1193.89
2011/8/18,366.05,24.67,182.52,63.16,70.94,69.56,35.19,504.88,504.8809,1140.65
2011/8/19,356.03,24.05,178.93,63.14,69.8,68.33,34.35,490.92,490.9209,1123.53
2011/8/22,356.44,23.98,177.54,63.29,70.18,67.8,33.41,498.17,498.1709,1123.8199
2011/8/23,373.6,24.72,193.55,64.97,73.66,69.59,34.78,518.82,518.8209,1162.35
2011/8/24,376.18,24.9,193.73,65.53,73.54,70.75,35.83,523.29,523.2909,1177.6
2011/8/25,373.72,24.57,192.03,64.55,71.77,68.99,35.72,520.04,520.0409,1159.27
2011/8/26,383.58,25.25,199.27,64.28,72.64,69.84,36.21,526.86,526.8609,1176.8
2011/8/29,389.97,25.84,206.53,65.86,74.12,72.6,37.64,539.08,539.0809,1210.08
2011/8/30,389.99,26.23,210.92,65.77,73.91,72.26,37.06,540.7,540.7009,1212.92
2011/8/31,384.83,26.6,215.23,65.8,74.02,73,37.56,540.96,540.9609,1218.89
2011/9/1,381.03,26.21,212.54,65.33,73.49,71.37,36.3,532.5,532.5009,1204.42
2011/9/2,374.05,25.8,210,64.07,72.14,69.37,34.63,524.84,524.8409,1173.97
2011/9/6,379.74,25.51,216.18,64.64,71.15,68.37,33.44,522.18,522.1809,1165.24
2011/9/7,383.93,26,219.9,65.43,73.65,70.7,34.82,534.03,534.0309,1198.62
2011/9/8,384.14,26.22,217.26,64.95,72.82,69.41,33.51,534.96,534.9609,1185.9
2011/9/9,377.48,25.74,211.39,63.64,71.01,67.77,32.08,524.85,524.8509,1154.23
2011/9/12,379.94,25.89,216.56,63.59,71.84,69.24,32.42,530.12,530.1209,1162.27
2011/9/13,384.62,26.04,219.53,63.61,71.65,68.85,32.49,529.52,529.5209,1172.87
2011/9/14,389.3,26.5,222.57,63.73,72.64,69.41,32.8,532.07,532.0709,1188.6801
2011/9/15,392.96,26.99,226.78,64.4,74.01,70.83,33.81,542.56,542.5609,1209.11
2011/9/16,400.5,27.12,239.3,64.59,74.55,71.55,33.43,546.68,546.6809,1216.01
2011/9/19,411.63,27.21,241.69,64.14,73.7,69.66,32.49,546.67,546.6709,1204.09
2011/9/20,413.45,26.98,233.25,64.22,74.01,69.72,32.25,546.625,546.6309,1202.09
2011/9/21,412.14,25.99,231.87,63.13,71.97,67.22,30.34,539.2,539.201,1166.76
2011/9/22,401.82,25.06,223.23,61.92,69.24,66,29.27,520.66,520.6609,1129.5601
2011/9/23,404.3,25.06,223.61,61.59,69.31,66.37,29.59,525.51,525.5109,1136.4301
2011/9/26,403.17,25.44,229.85,62.69,71.72,72.09,31.65,531.89,531.8909,1162.95
2011/9/27,399.26,25.67,224.21,63.82,72.91,72.07,31.57,539.34,539.3409,1175.38
2011/9/28,397.01,25.575,229.71,63.25,72.07,70.78,30.47,528.84,528.8409,1151.0601
2011/9/29,390.57,25.45,222.44,63.9,73.88,72.71,31.39,527.5,527.5009,1160.4
2011/9/30,381.32,24.89,216.23,63.69,72.63,71.04,30.12,515.04,515.0409,1131.42
2011/10/3,374.6,24.53,211.98,62.08,71.15,70.06,28.65,495.52,495.5209,1099.23
2011/10/4,372.5,25.34,212.5,62.17,72.83,73.17,30.26,501.9,501.9009,1123.95
2011/10/5,378.25,25.89,219.498,62.35,73.95,73.23,30.84,504.7,504.7009,1144.03
2011/10/6,377.37,26.34,221.51,62.81,73.89,73.63,32.38,514.71,514.7109,1164.97
2011/10/7,369.8,26.25,224.74,63.13,73.56,71.7,30.7,515.12,515.1209,1155.46
2011/10/10,388.81,26.94,231.32,64.43,76.28,74.11,32.3,537.17,537.1709,1194.89
2011/10/11,400.29,27,235.48,63.96,76.27,73.41,32.3,543.18,543.1809,1195.54
2011/10/12,402.19,26.96,236.81,64.33,77.16,74.71,33.2,548.5,548.501,1207.25
2011/10/13,408.43,27.18,236.15,64.23,76.37,74.05,31.6,558.99,558.991,1203.66
2011/10/14,422,27.27,246.71,64.72,78.11,74.75,31.89,591.68,591.681,1224.58
2011/10/17,419.99,26.98,242.33,63.79,77.47,72.89,31.04,582.41,582.411,1200.86
2011/10/18,422.24,27.31,243.88,64.42,78.89,75.07,32.87,590.51,590.511,1225.38
2011/10/19,398.62,27.13,231.53,62.64,78.43,74.11,32.25,580.7,580.701,1209.88
2011/10/20,395.31,27.04,233.61,62.53,78.71,75.87,33.13,583.67,583.671,1215.39
2011/10/21,392.87,27.16,234.78,63.78,80.13,77.45,33.42,590.49,590.491,1238.25
